Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs,Nearest_Reference,Ref_Target,Ref_Mechanism,Ref_Tanimoto,Chemotype,Chemotype_Target,Chemotype_Mechanism,Chemotype_Weight,S_mech,Murcko_Scaffold,S_nomination
239,T0659,7477-67-0,CC1=NN(c2ccccc2)C(=O)C1C1C(=O)N(c2ccccc2)N=C1C,C20H18N4O2,346.39,3.06,65.34,0,4,3,2,4,0.2,26,0,0,none,1.0,1.0,1.0,T0659,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.189,无明确优势骨架命中,,,0.0,0.1892,O=C1C(C2C=NN(c3ccccc3)C2=O)C=NN1c1ccccc1,0.5946
240,TN1834,36150-23-9,COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)cc1OC,C21H22O6,370.4,3.51,55.38,0,6,4,2,5,0.429,27,0,0,none,1.0,1.0,1.0,TN1834,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.317,无明确优势骨架命中,,,0.0,0.3175,c1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1,0.6587
241,TN2481,64756-86-1,COc1cc2oc3cc(OC)c(OC)c(OC)c3c(=O)c2cc1OC,C18H18O7,346.34,2.99,76.36,0,7,5,3,3,0.278,25,0,0,none,1.0,1.0,1.0,TN2481,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.206,无明确优势骨架命中,,,0.0,0.2063,O=c1c2ccccc2oc2ccccc12,0.6032
242,T3482,864864-17-5,Cc1c(-c2ccc3c(c2)CN(C2CC2)C3=O)nnn1-c1cccnc1F,C19H16FN5O,349.37,2.9,63.91,0,4,3,3,5,0.263,26,1,0,none,1.0,1.0,1.0,T3482,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.154,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4013,O=C1c2ccc(-c3cn(-c4cccnc4)nn3)cc2CN1C1CC1,0.7006
243,T4S0794,13063-54-2,COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)C[C@H]21,C20H23NO4,341.41,3.07,51.16,1,5,3,2,4,0.4,25,0,0,none,1.0,1.0,1.0,T4S0794,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.271,无明确优势骨架命中,,,0.0,0.2712,c1ccc2c(c1)CC1c3ccccc3CCN1C2,0.6356
244,T22391,95510-70-6,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,C17H19N3O3S,345.42,2.9,77.1,1,5,5,3,3,0.294,24,0,0,none,1.0,1.0,1.0,T22391,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.169,无明确优势骨架命中,,,0.0,0.1687,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.5844
245,T20812,35575-96-3,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,C9H10ClN2O5PS,324.68,2.73,83.56,0,7,5,2,2,0.333,19,1,0,none,1.0,1.0,1.0,T20812,Fenofibric acid,PPAR-alpha,激活 PPAR-alpha 上调 CPT1/ACOX1，增强线粒体与过氧化物酶体脂肪酸氧化,0.18,无明确优势骨架命中,,,0.0,0.1803,O=c1[nH]c2ncccc2o1,0.5901
246,T204712,162650-77-3,CCNc1nc(CC)c(C(=O)NC(C#N)c2cccs2)s1,C14H16N4OS2,320.44,3.19,77.81,2,6,6,2,2,0.357,21,0,0,none,1.0,1.0,1.0,T204712,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.157,无明确优势骨架命中,,,0.0,0.1573,O=C(NCc1cccs1)c1cncs1,0.5786
247,T20155,131926-99-3,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1,C16H14F3N3O3S,385.37,3.18,84.94,1,5,5,3,3,0.25,26,3,0,none,1.0,1.0,1.0,T20155,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.185,无明确优势骨架命中,,,0.0,0.1848,O=S(=O)(Cc1ccccn1)c1nc2ccccc2[nH]1,0.5924
248,T23348,874450-44-9,O=C(CCCCN1CCOCC1)Nc1ccc(-c2cccnc2)cc1,C20H25N3O2,339.44,3.19,54.46,1,4,7,2,3,0.4,25,0,0,none,1.0,1.0,1.0,T23348,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.259,无明确优势骨架命中,,,0.0,0.2593,O=C(CCCCN1CCOCC1)Nc1ccc(-c2cccnc2)cc1,0.6296
249,T0674,103577-45-3,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,C16H14F3N3O2S,369.37,3.52,67.87,1,4,5,3,3,0.25,25,3,0,none,0.9999,1.0,1.0,T0674;T21651,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.198,无明确优势骨架命中,,,0.0,0.1977,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.5988
250,T2S2169,38302-15-7,COc1ccc([C@@H]2CC(=O)c3c(OC)cc(OC)cc3O2)cc1,C18H18O5,314.34,3.42,53.99,0,5,4,2,3,0.278,23,0,0,none,1.0,1.0,1.0,T2S2169,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.469,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.7394,O=C1CC(c2ccccc2)Oc2ccccc21,0.8697
251,T33581,42050-23-7,CC(C)(C)NCC(O)COc1ccc(O)c2c1C1CCC2CC1,C19H29NO3,319.45,3.27,61.72,3,4,5,1,4,0.684,23,0,0,none,1.0,1.0,1.0,T33581,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.239,无明确优势骨架命中,,,0.0,0.2394,c1ccc2c(c1)C1CCC2CC1,0.6197
252,T3S1089,487-39-8,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc(OC)c(OC)c2)ccc1O,C21H24O6,372.42,3.49,66.38,1,6,5,2,4,0.429,27,0,0,none,1.0,1.0,1.0,T3S1089,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.218,无明确优势骨架命中,,,0.0,0.2182,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,0.6091
253,T71924L,162705-22-8,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N,C18H21NO4,315.37,3.47,62.94,1,5,6,2,2,0.222,23,0,0,none,1.0,1.0,1.0,T71924L,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.25,无明确优势骨架命中,,,0.0,0.25,C(=Cc1ccccc1)c1ccccc1,0.625
254,T69730,2250261-59-5,O=C(Nc1ccc(N2CCCC2=O)cc1)c1cnc(-c2ccccn2)nc1,C20H17N5O2,359.39,2.92,88.08,1,5,4,3,4,0.15,27,0,0,none,1.0,1.0,1.0,T69730,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.236,无明确优势骨架命中,,,0.0,0.2364,O=C(Nc1ccc(N2CCCC2=O)cc1)c1cnc(-c2ccccn2)nc1,0.6182
255,T67828,1152747-82-4,C[C@@H]1CCCN1CCCOc1ccc(-n2cc(C(=O)N3CCOCC3)cn2)cc1,C22H30N4O3,398.51,2.6,59.83,0,5,7,2,4,0.545,29,0,0,none,1.0,1.0,1.0,T67828;T70489,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.32,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.5675,O=C(c1cnn(-c2ccc(OCCCN3CCCC3)cc2)c1)N1CCOCC1,0.7837
256,T7281,635323-95-4,Cc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,C19H21ClF2N4O,394.85,3.31,58.12,1,4,5,2,3,0.421,27,3,0,none,1.0,1.0,1.0,T7281,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.218,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4654,O=C(c1ccccc1)N1CCC(CNCc2ncccn2)CC1,0.7327
257,T33513,135980-66-4,CCCCN1C(=O)c2cccc3c(S(C)(=O)=O)ccc(c23)C1=O,C17H17NO4S,331.39,2.64,71.52,0,4,4,2,3,0.294,23,0,0,none,1.0,1.0,1.0,T33513,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.167,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4142,O=C1NC(=O)c2cccc3cccc1c23,0.7071
258,T61933,2641484-61-7,COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,C20H24N4O3S,400.5,3.39,89.13,2,6,7,3,4,0.45,28,0,0,none,1.0,1.0,1.0,T61933,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.229,无明确优势骨架命中,,,0.0,0.2292,O=C(NC1CCCCC1)c1cc(-c2cncs2)nc2[nH]ccc12,0.6146
259,T2138,125-52-0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,C20H28N2O3,344.46,2.73,62.13,1,5,5,1,3,0.6,25,0,0,none,1.0,1.0,1.0,T2138,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.185,无明确优势骨架命中,,,0.0,0.1852,O=C(OCC1=NCCCN1)C(c1ccccc1)C1CCCCC1,0.5926
260,T35868,1800024-45-6,CCCc1cc(=O)n2nc(NCc3c(F)cc(Cl)cc3F)c(C#N)c2[nH]1,C17H14ClF2N5O,377.78,3.39,85.98,2,4,5,3,3,0.235,26,3,0,none,1.0,1.0,1.0,T35868,Resmetirom (MGL-3196),THR-beta,肝脏选择性甲状腺激素受体 beta 激动；上调 CPT1A/线粒体 beta-氧化与脂噬，降低肝内甘油三酯,0.193,无明确优势骨架命中,,,0.0,0.1932,O=c1cc[nH]c2cc(NCc3ccccc3)nn12,0.5966
261,T2093,928774-43-0,Cc1cn2cc(C(=O)N(C)CCO)cc(N[C@@H]3CCOc4cccc(C)c43)c2n1,C22H26N4O3,394.48,2.95,79.1,2,5,5,3,4,0.364,29,0,0,none,1.0,1.0,1.0,T2093,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.182,无明确优势骨架命中,,,0.0,0.1818,c1ccc2c(c1)OCCC2Nc1cccn2ccnc12,0.5909
262,T7199,1222780-33-7,CCC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,C16H20F3N3O3,359.35,3.11,70.67,2,3,4,1,2,0.5,25,3,0,none,1.0,1.0,1.0,T7199,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.351,无明确优势骨架命中,,,0.0,0.3506,O=C(Nc1ccccc1)NC1CCNCC1,0.6753
263,T11501,2361146-30-5,CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,C21H23N3O3,365.43,3.27,73.22,1,4,4,3,3,0.286,27,0,0,none,1.0,1.0,1.0,T11501,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.233,无明确优势骨架命中,,,0.0,0.2329,c1ccc(-n2cnc3ccccc32)cc1,0.6164
264,T4345,440662-09-9,Cn1cc(C(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2c1=O,C19H16N2O4,336.35,2.56,69.56,1,4,2,3,4,0.158,25,0,0,none,1.0,1.0,1.0,T4345,ACC inhibitor chemotype (firsocostat-like proxy),ACC1/ACC2,变构抑制乙酰辅酶A羧化酶，降低丙二酰辅酶A、阻断新发脂质合成(DNL)并解除 CPT1 抑制,0.237,无明确优势骨架命中,,,0.0,0.2368,O=C(Nc1ccc2c(c1)OCCO2)c1c[nH]c(=O)c2ccccc12,0.6184
265,T67749,141283-87-6,CCS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C1CCCCC1,C15H20F3N3O3S,379.4,3.38,88.16,2,4,5,1,2,0.6,25,3,0,none,1.0,1.0,1.0,T67749,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.267,无明确优势骨架命中,,,0.0,0.2667,O=C(Nc1cccnc1)C1CCCCC1,0.6334
266,TN4371,1098-92-6,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,C18H16O6,328.32,3.19,78.13,1,6,4,3,3,0.167,24,0,0,none,1.0,1.0,1.0,TN4371,ACC inhibitor chemotype (firsocostat-like proxy),ACC1/ACC2,变构抑制乙酰辅酶A羧化酶，降低丙二酰辅酶A、阻断新发脂质合成(DNL)并解除 CPT1 抑制,0.189,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.4592,O=c1cc(-c2ccccc2)oc2ccccc12,0.7296
267,TN2869,65548-55-2,COc1ccc(-c2cc(=O)c3ccc(OC)c(OC)c3o2)cc1OC,C19H18O6,342.35,3.49,67.13,0,6,5,3,3,0.211,25,0,0,none,1.0,1.0,1.0,TN2869,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.242,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.5124,O=c1cc(-c2ccccc2)oc2ccccc12,0.7562
268,T15635,1672691-74-5,CN(C(=O)Oc1nsnc1N1CCOCC1)C1CCCCCCC1,C16H26N4O3S,354.48,2.92,67.79,0,7,3,1,3,0.812,24,0,0,none,1.0,1.0,1.0,T15635,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.303,无明确优势骨架命中,,,0.0,0.303,O=C(NC1CCCCCCC1)Oc1nsnc1N1CCOCC1,0.6515
269,T7207,116686-15-8,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,C15H13F2NO4S,341.33,3.33,72.47,1,4,5,2,2,0.133,23,2,0,none,1.0,1.0,1.0,T7207,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.171,无明确优势骨架命中,,,0.0,0.1714,c1ccc(Oc2ccccc2)cc1,0.5857
270,T7309,174634-09-4,CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,C20H19N3O2,333.39,3.13,65.46,2,5,4,3,4,0.2,25,0,0,none,1.0,1.0,1.0,T7309,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.175,无明确优势骨架命中,,,0.0,0.175,O=C1c2ccccc2-c2c1cnc1ccccc21,0.5875
271,T2002,1255517-76-0,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,C19H21F3N6,390.41,3.26,60.94,1,5,4,3,4,0.421,28,3,0,none,1.0,1.0,1.0,T2002,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.229,无明确优势骨架命中,,,0.0,0.2289,c1ccc2[nH]c(CN3CCN(c4ccncn4)CC3)nc2c1,0.6144
272,T10435,248919-64-4,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,C21H26N4O2,366.47,2.9,78.66,3,4,6,3,3,0.333,27,0,0,none,1.0,1.0,1.0,T10435,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.197,无明确优势骨架命中,,,0.0,0.1974,c1ccc(CNc2cccn3ccnc23)cc1,0.5987
273,T2S0223,17290-70-9,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)c(OC)c3o2)cc1OC,C20H20O7,372.37,3.5,76.36,0,7,6,3,3,0.25,27,0,0,none,1.0,1.0,1.0,T2S0223,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.214,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.4843,O=c1cc(-c2ccccc2)oc2ccccc12,0.7422
274,TN2058,28590-40-1,COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(O)c1)CC2=O,C17H16O6,316.31,2.82,85.22,2,6,3,2,3,0.235,23,0,0,none,1.0,1.0,1.0,TN2058,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.571,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.91
275,T203076,708245-32-3,COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,C18H20N2O4S,360.44,2.73,75.71,1,4,5,2,3,0.278,25,0,0,none,1.0,1.0,1.0,T203076,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.282,无明确优势骨架命中,,,0.0,0.2817,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccccc1,0.6408
276,T12779,90807-98-0,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2,C18H17N3O2,307.35,2.85,56.49,0,4,3,3,4,0.278,23,0,0,none,1.0,1.0,1.0,T12779,ACC inhibitor chemotype (firsocostat-like proxy),ACC1/ACC2,变构抑制乙酰辅酶A羧化酶，降低丙二酰辅酶A、阻断新发脂质合成(DNL)并解除 CPT1 抑制,0.221,无明确优势骨架命中,,,0.0,0.2208,O=C(c1ccccc1)c1cn2c3c(cnc2n1)CCCC3,0.6104
277,T18707,890409-85-5,CC(C)(CCC(=O)ON1C(=O)CCC1=O)SSc1ccccn1,C15H18N2O4S2,354.45,2.99,76.57,0,7,7,1,2,0.467,23,0,0,none,1.0,1.0,1.0,T18707,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.208,无明确优势骨架命中,,,0.0,0.2078,O=C(CCCSSc1ccccn1)ON1C(=O)CCC1=O,0.6039
278,TN3207,70987-96-1,COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)CC2=O,C18H18O6,330.34,3.12,74.22,1,6,4,2,3,0.278,24,0,0,none,1.0,1.0,1.0,TN3207,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.571,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.91
279,T73462,1424371-93-6,Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,C19H22N6OS,382.49,3.44,85.71,1,8,7,3,4,0.421,27,0,0,none,1.0,1.0,1.0,T73462,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.141,无明确优势骨架命中,,,0.0,0.141,c1ccc(C2CC2COc2cc(NCc3nncs3)ncn2)nc1,0.5705
280,T19636,65847-85-0,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,C19H20F3N3O3,395.38,3.33,63.69,1,6,6,2,3,0.368,28,3,0,none,1.0,1.0,1.0,T19636,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.253,无明确优势骨架命中,,,0.0,0.253,O=C(OCCN1CCOCC1)c1cccnc1Nc1ccccc1,0.6265
281,T26086L,184653-89-2,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@H](N2CCCC2=O)[C@H]1O,C21H23NO5S,401.48,2.71,83.91,1,5,3,2,4,0.381,28,0,0,none,1.0,1.0,1.0,T26086L,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.237,无明确优势骨架命中,,,0.0,0.2368,O=C1CCCN1C1CCOc2ccc(S(=O)(=O)c3ccccc3)cc21,0.6184
282,T2093L,928774-44-1,Cc1cn2cc(C(=O)N(C)CCO)cc(N[C@H]3CCOc4cccc(C)c43)c2n1,C22H26N4O3,394.48,2.95,79.1,2,5,5,3,4,0.364,29,0,0,none,1.0,1.0,1.0,T2093L,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.182,无明确优势骨架命中,,,0.0,0.1818,c1ccc2c(c1)OCCC2Nc1cccn2ccnc12,0.5909
283,T2S0663,82354-38-9,CCC1=N[C@H]2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@H]3C[C@@H]1[C@@H]2CO3,C19H22N2O3,326.4,2.49,51.13,0,4,2,1,6,0.579,24,0,0,none,1.0,1.0,1.0,T2S0663,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.153,无明确优势骨架命中,,,0.0,0.1529,O=C1Nc2ccccc2C12CC1N=CC3CC2OCC31,0.5764
284,T28270,137275-80-0,c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,C19H21NO5,343.38,2.61,58.18,1,6,7,2,4,0.368,25,0,0,none,1.0,1.0,1.0,T28270,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.184,无明确优势骨架命中,,,0.0,0.1842,c1ccc2c(c1)OCC(CNCCCOc1ccc3c(c1)OCO3)O2,0.5921
285,T2028,212779-48-1,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,C16H19ClN6O,346.82,3.21,87.89,3,6,6,3,3,0.312,24,1,0,none,1.0,1.0,1.0,T2028,GW4064,FXR,非甾体高效 FXR 激动剂工具化合物，抑制 DNL 相关转录程序,0.153,无明确优势骨架命中,,,0.0,0.1531,c1ccc(Nc2ncnc3[nH]cnc23)cc1,0.5766
